"Libellé du chapitre SH";"Libellé du produit SH";"Continent";"Libellé du pays";"Libellé du flux";"Poids en KG 2000";"Valeur DHS 2000";"Poids en KG 2001";"Valeur DHS 2001";"Poids en KG 2002";"Valeur DHS 2002";"Poids en KG 2003";"Valeur DHS 2003";"Poids en KG 2004";"Valeur DHS 2004";"Poids en KG 2005";"Valeur DHS 2005";"Poids en KG 2006";"Valeur DHS 2006";"Poids en KG 2007";"Valeur DHS 2007";"Poids en KG 2008";"Valeur DHS 2008";"Poids en KG 2009";"Valeur DHS 2009";"Poids en KG 2010";"Valeur DHS 2010";"Poids en KG 2011";"Valeur DHS 2011";"Poids en KG 2012";"Valeur DHS 2012";"Poids en KG 2013";"Valeur DHS 2013";"Poids en KG 2014";"Valeur DHS 2014";"Poids en KG 2015";"Valeur DHS 2015";"Poids en KG 2016";"Valeur DHS 2016";"Poids en KG 2017";"Valeur DHS 2017";"Poids en KG 2018";"Valeur DHS 2018";"Poids en KG 2019";"Valeur DHS 2019";"Poids en KG 2020";"Valeur DHS 2020";"Poids en KG 2021";"Valeur DHS 2021";"Poids en KG 2022";"Valeur DHS 2022";"Poids en KG 2023";"Valeur DHS 2023";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMME DE TERRE NON CONGELEE AUTREMENT PRESENTEE";"EUROPE";"ITALIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4140";"43065";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"ORANGES AUTREMENT PRÉPARÉS OU CONSERVES AVEC SUCRE SANS ALCOOL";"ASIE";"EMIRATS ARABES UNIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,19";"5";"0";"0";"0";"0";"0";"0";"53,4";"232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"Asie";"Israël";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272844";"3154017";"282747";"4357088,5";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREE DE TOMATES EN RECIPIENTS HERMETIQUEMENT FERMES";"AFRIQUE";"SOMALIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14100";"121029";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"EUROPE";"PAYS-BAS";"Exportations FAB";"552238";"4930497";"818209";"7673135";"662466";"7223095";"623753";"6201864";"869951";"8329839";"706057";"8751290";"567826";"8675122";"493696";"8269669";"355487";"5141108";"540011";"7201289";"416535";"5586740";"329547";"4320912";"232863,01";"3343593";"69760,76";"1329549";"155064,5";"2001571";"169214,54";"2160413";"117881,18";"1438100";"181399,74";"2323766,243";"311991,12";"3852597";"224381,5";"2642554";"259284,76";"2873552";"0";"0";"422723,34";"5143158";"879982,9";"13668168";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"ASIE";"ARABIE SAOUDITE";"Exportations FAB";"130472";"1135300";"103033";"1150604";"197954";"2450339";"287680";"2896787";"357793";"4189918";"317949";"5327301";"273602";"5281855";"330202";"7355012";"226430";"4865621";"311301";"6662655";"412147";"8096733";"515159";"9641797";"486991,74";"9367941";"499499,1";"9726543";"464698,48";"8070761";"624199,64";"13917997";"793530,26";"17174922";"518635,6";"11571998";"614413,6";"13154701";"855247,08";"18474733";"1300186";"24501636";"0";"0";"2110983,16";"30380334";"953420,05";"15722146";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMME DE TERRE NON CONGELEE EN BOITES,BOCAUX OU RECIPIENTS";"EUROPE";"PAYS-BAS";"Exportations FAB";"30291";"1056750";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"AFRIQUE";"CONGO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1602";"14934";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1379";"35196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"AMERIQUE";"ETATS-UNIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5177,45";"326324";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OREILLONS D'ABRICOTS SANS SUCRE NI ALCOOL";"EUROPE";"LITUANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4320";"75541";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"ASIE";"LIBAN";"Exportations FAB";"13600";"76327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70320";"1025650";"0";"0";"0";"0";"0";"0";"1,6";"34";"0";"0";"0";"0";"74900";"716548";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREE DE TOMATES EN RECIPIENTS HERMETIQUEMENT FERMES";"ASIE";"SINGAPOUR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,85";"466";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"EUROPE";"ROUMANIE";"Exportations FAB";"0";"0";"37125";"531211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"ASIE";"EMIRATS ARABES UNIS";"Exportations FAB";"57273";"939483";"36477";"380240";"23671";"237238";"37500";"426130";"53621";"551732";"45575";"447878";"19982";"226186";"13000";"146555";"34343";"467567";"51814";"819011";"35902";"567103";"21984";"526884";"44824,6";"741837,86";"95419,12";"1769087,87";"36809,2";"1103160,1";"46906,82";"1260423,67";"112203,4";"2273246,09";"138407,47";"2574532,89";"139212,11";"2434209,67";"100758,4";"1963540,75";"89472";"2026332,95";"0";"0";"107450,26";"1635790,83";"63062,47";"1156233,92";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"AFRIQUE";"COTE D'IVOIRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"1690";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"AFRIQUE";"MALI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2448";"43867";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25851";"451362";"0";"0";"4036";"113384";"5254";"159012";"0";"0";"0";"0";"0";"0";"53489";"850851";"12648";"309636";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"EUROPE";"ESPAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"2435,27";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PÊCHES, ENTIERS OU EN MORCEAUX MM PELÉS OU DÉNOY OU ÉPÉP, PRÉPARÉS OU CONSERVÉS AU SUCRE OU AU SIROP";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11,66";"153,1";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,25";"990";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREE DE TOMATES EN RECIPIENTS HERMETIQUEMENT FERMES";"EUROPE";"PAYS-BAS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"1428";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2291,4";"69272,32";"12697,2";"366100";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"ORANGES AUTREMENT PRÉPARÉS OU CONSERVES AVEC SUCRE SANS ALCOOL";"AFRIQUE";"ALGERIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9500";"218120";"2850";"53468";"6650";"123254";"4950";"109364";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"ASIE";"MALAISIE";"Exportations FAB";"835";"7990";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10096,55";"104315";"0";"0";"0,72";"3";"23,55";"1018";"0";"0";"0";"0";"0";"0";"22,1";"620";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"AFRIQUE";"GUINEE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"348";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"AFRIQUE";"MAURICE";"Exportations FAB";"2617";"41986";"504";"9169";"1392";"24145";"6884";"53450";"8559";"56480";"2507";"33735";"8693";"113594";"12115";"130368";"18974";"240129";"13431";"178662";"12996";"204072";"11956";"130522";"10480";"134951";"10200";"95909";"9622";"90419";"26220";"251030";"33749";"286289";"33419";"335359";"27513";"179692";"15901";"146444";"0";"0";"0";"0";"14188";"151632";"14231";"217287";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"EUROPE";"PAYS-BAS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,5";"144";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PÊCHES, Y COMPRIS LES BRUGNONS ET NECTARINES AUTRES QUE SIMPLEMENT CUITS, À L¿ÉTAT CONGELÉ, SANS SUCRE";"AFRIQUE";"MAURITANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12600";"55110,72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"EUROPE";"ALLEMAGNE";"Exportations FAB";"131270";"1525762";"88640";"1109598";"119330";"1465194";"31392";"331403";"333761";"3623892";"60630";"827373";"60113";"764901";"61738";"772171";"39191";"594840";"24776";"301206";"37569";"443055";"4785";"55812";"17590";"278486";"27903,72";"329939";"41161,53";"498203";"94406,02";"1414513,458";"69291";"936556";"77043,34";"1193384";"187120,26";"2347249";"93455,69";"1052613";"156699,25";"1922895,266";"0";"0";"117480";"1332464";"248308";"3463766";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREES ET PATES D'ABRICOTS SANS SUCRE";"AFRIQUE";"GAMBIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"156";"1615";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OREILLONS D'ABRICOTS CUITS CONGELES SANS SUCRE";"AFRIQUE";"TUNISIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18330";"222096";"0";"0";"34632";"454797";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"ASIE";"MALDIVES";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11338";"155319";"3416";"50418";"4680";"76259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"EUROPE";"ALLEMAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"199,52";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"AFRIQUE";"NIGER";"Exportations FAB";"7651";"125217";"8595";"157554";"0";"0";"0";"0";"7937";"129200";"7341";"126788";"7080";"124028";"0";"0";"7280";"171726";"7563";"174932";"21680";"496082";"19437";"450880";"21123";"486898,5";"28625";"677516,8";"14447";"332663,69";"14686";"328507,04";"37752";"871155,91";"14783,3";"343793,29";"22467";"518050,73";"15164,54";"344958,71";"15055,2";"338111,32";"0";"0";"65728";"763319,43";"16331";"199982,09";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES, CONGELEES, AUTREMENT PRESENTEES";"EUROPE";"TURQUIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1069,07";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PÊCHES, Y COMPRIS LES BRUGNONS ET NECTARINES SANS ALCOOL NI SUCRE, SOUS AUTRE FORME ";"AFRIQUE";"MAURICE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5262";"146945";"1932";"55943";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"EUROPE";"FRANCE";"Exportations FAB";"12978028";"108328885";"10062417";"94851905";"9435632";"87756209";"7676996";"73361920";"11118772";"98770121";"8450762";"86551224";"10544485";"117419050";"7171214";"90931321";"8879452";"105441524";"8959548";"101163278";"12021614";"123033747";"11650895";"116215873";"9057854,32";"91632718,94";"8944940,88";"95499616,06";"12905091,56";"137861175,93";"12340922,52";"132294143,32";"16438878,71";"173638666,89";"15366588,67";"169997808,8";"16078696,54";"168945029,02";"17276462,12";"179053591,32";"16826529,52";"184757870,75";"0";"0";"19247187,66";"174130480,646";"13965588,03";"189047621,384";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREES ET PATES D'ABRICOTS SANS SUCRE";"EUROPE";"ALLEMAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OREILLONS D'ABRICOTS SANS SUCRE NI ALCOOL";"AFRIQUE";"TUNISIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"5670";"15238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27314,94";"356211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"EUROPE";"SUISSE";"Exportations FAB";"75512";"1073179";"33263";"582963";"29768";"593483";"33011";"681541";"53070";"1377375";"59860";"1581764";"50863";"1674927";"46029";"1887516";"41655";"1872237";"38118";"1801669";"43053";"1983645";"50430";"2286061";"80370";"2902970,86";"68083";"2530726,99";"98210";"3581776,26";"112752";"4109720,57";"113733,6";"3342547,86";"67597";"2389280,31";"86217";"3065519,02";"63137";"2268779,63";"49165";"1903862,51";"0";"0";"63763";"1403391,71";"41274";"994183,71";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"POMMES DE TERRE CONSERVEES,CONGELEES,AUTREMENT PRESENTEES";"AUTRE";"AUTRES PAYS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2941,398";"627210";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN RECIPTS HERMETIQUEMENT FERMES NON CONGELEES";"AFRIQUE";"TUNISIE";"Exportations FAB";"0";"0";"55796";"1053709";"96859";"1283310";"20240";"89359";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"168645";"3544077";"0";"0";"0";"0";"11416";"93964";"0";"0";"0";"0";"0";"0";"11,25";"870";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PREPARATIONS D'ANANAS SANS ALCOOL AVEC SUCRE";"AFRIQUE";"EGYPTE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4000";"85187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PÊCHES, Y COMPRIS LES BRUGNONS ET NECTARINES SANS ALCOOL, AVEC SUCRE";"AFRIQUE";"CONGO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110,4";"2427";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OLIVES VERTES EN FUTS OU AUTREMENT PRESENTEES NON CONGELEES";"EUROPE";"GRECE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"180592";"2338110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1054";"16027";"0";"0";"0";"0";"217422";"2782764";"22095";"368079,65";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PUREES ET PATES D'ABRICOTS SANS SUCRE";"EUROPE";"BELGIQUE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2167,2";"35943";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OREILLONS D'ABRICOTS SANS SUCRE NI ALCOOL";"EUROPE";"ALLEMAGNE";"Exportations FAB";"121725";"809950";"66600";"759460";"682272";"6611710";"1098378";"9974721";"1291182";"12450917";"1119734";"10390132";"409974";"3745702";"454058";"4298954";"294706";"3643503";"122238";"1578925";"182072";"2153498";"84154";"1588433";"94363";"1731913";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"OREILLONS D'ABRICOTS SANS SUCRE NI ALCOOL";"AFRIQUE";"SENEGAL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93";"1896";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"PREPARATIONS D'ANANAS SANS ALCOOL AVEC SUCRE";"AFRIQUE";"LIBYE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18000";"397419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
